token,frequency,alias_of,search_query,lat,lon,place_id,formatted_address,geocode_source,geocode_confidence,verified,note,dup_coord_group,dup_coord_count,dup_coord_flag
โพล่าร์แบร์ จ.ปทุมธานี,2,,โพล่าร์แบร์ จ.ปทุมธานี,13.936209,100.58334699999999,ChIJfU9_eACD4jARlTJcVKj0XMY,WHPM+F8Q แขวงสีกัน ดอนเมือง กรุงเทพมหานคร 10210,places,medium,,,,,
Sevenfive Distributor,2,,Sevenfive Distributor,13.824173199999999,100.4242424,ChIJ03jGaDYwEBER2a3aqw07fUc,75 ถ. นครอินทร์ ตำบล บางคูเวียง อำเภอบางกรวย นนทบุรี 11130,places,high,,,,,
เดอะทรีไนท์,2,,เดอะทรีไนท์,13.5187191,100.1307581,ChIJ7YnnMQDP4jARK3A5AhQ2ePY,15 โครงการบุญโตแฟคเตอรี่ 24 ม.3 ตำบล บางโทรัด อ.เมือง สมุทรสาคร 74000,places,high,,,,,
SIAM,2,,SIAM,13.7461302,100.53477919999999,ChIJIeWu482e4jARYymvLJqTQ58,991 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,places,low,,,,,
LKB 3 EVREGREEN,2,LKB 3 EVERGREEN,,,,,,,,,,,,
ฟู้ดคลาสสิค,2,,ฟู้ดคลาสสิค,13.7168656,100.57055349999999,ChIJ7eqL0KCf4jARmijRddTpxw0,"3388/22 อาคารสิรินรัตน์ ชั้น 7, ถ. พระรามที่ 4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110",places,medium,,,D188,2,"same coords, same place_id"
Piti Cold Storage (สมุทรปราการ),2,,สมุทรปราการ Piti Cold Storage,13.558968000000002,100.590682,ChIJS5h1KTin4jARvgSh4BBiY7I,หมู่ที่ 4 333 333/1 ถ. ท้ายบ้าน ตำบล ท้ายบ้าน อำเภอเมือง สมุทรปราการ 10280,places,high,,,D263,2,"same coords, same place_id"
บจ.พีโอนี่ พาวเวอร์,2,,บจ.พีโอนี่ พาวเวอร์,13.6358126,100.43321069999999,ChIJMT9Ks7y94jARlnIRbBENhK0,543 ถ. บางขุนเทียน แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,high,,,,,
ฟู้ดมี (ซอยข้างบุญถาวรรังสิต),2,,ซอยข้างบุญถาวรรังสิต ฟู้ดมี,14.027154699999999,100.61461639999999,ChIJmxDNQWV_4jARDzJp4bxSNd4,"19/14 ซอยข้างบุญถาวรสาขารังสิต, ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120",places,high,,,,,
UFM ฟูจิ2,2,,UFM ฟูจิ2,13.742275,100.57213709999999,ChIJs9sY1fie4jARKZRDmJSfm0A,"79/79, 79/80, 79/97 พร้อมพงษ์ 79/109 ซ. สุขุมวิท 39 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110",places,high,,,D131,5,"same coords, same place_id"
โกดังเจริญรุ่งเรือง,2,,โกดังเจริญรุ่งเรือง,13.812734299999999,100.7255162,ChIJffXp7WNkHTERQwnDU4AqmKU,153 ถ. สีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,places,medium,,,,,
PN นครปฐม,2,,PN นครปฐม,13.8378976,100.0300395,ChIJrSlE11Hk4jARYDA1JDiSAQ8,85 หมู่ที่ 3 ถ. มาลัยแมน ตำบล วังตะกู อำเภอเมืองนครปฐม นครปฐม 73000,places,high,,,,,
Tops Fine Food Sukhumvit 49,2,,Tops Fine Food Sukhumvit 49,13.7369208,100.5749326,ChIJGbyzY9-f4jARtNibPyFc8vw,195 ซ. พร้อมมิตร แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,places,high,,,,,
DKSH บางเสาธง,2,,DKSH บางเสาธง,13.599670699999999,100.77755769999999,ChIJPSK5X71cHTERfwO6kkWzOO4,HQXH+V27 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ 10540,places,medium,,,,,
ราชาเล่ม่อน (ราชบุรี),2,,ราชบุรี ราชาเล่ม่อน,13.5362052,99.844443,ChIJR9esxycm4zARHnGCsInZMm4,259 ตำบล บ้านไร่ อำเภอเมืองราชบุรี ราชบุรี 70000,places,medium,,,,,
โรงงาน K.S,2,,โรงงาน K.S,14.4257922,100.5334022,ChIJlQefT1QL4jARKuX7bc5n7kQ,50 โพธิ์สามต้น ตำบล พุทเลา อำเภอบางปะหัน จังหวัดพระนครศรีอยุธยา 13220,places,low,,,,,
TUF โรงกุ้ง/OKF,2,,TUF โรงกุ้ง/OKF,19.6546992,100.1903063,ChIJfYicjPSV1zARi2tANdQ0uOo,Unnamed Rd ตำบล เวียง อำเภอ เทิง เชียงราย 57160 ตำบล เวียง อำเภอ เทิง เชียงราย 57160,places,low,,,,,
PEC Engineering & Consultant,2,,PEC Engineering & Consultant,13.9325981,100.6988372,ChIJaWQgrHJ8HTERqGzI8LvTmgk,"26/4 Moo 3, Lumlukka street ตำบล ลาดสวาย อำเภอลำลูกกา ปทุมธานี 12150",places,high,,,,,
เอเชี่ยน อะไลอันซ์,2,,เอเชี่ยน อะไลอันซ์,13.5185075,100.1725147,ChIJEwxGU5XH4jARwP44bIefLGc,8/8 ถ. พระรามที่ 2 ตำบล บ้านบ่อ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D272,2,"same coords, same place_id"
ห้องเย็นทะเลไทย ศรีเมือง,2,,ห้องเย็นทะเลไทย ศรีเมือง,13.5487668,100.2589527,ChIJ71Nzy4nH4jAR4ACDNcw2L_s,Unnamed Road ตำบล ท่าจีน อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,D125,7,"same coords, same place_id"
KLN SEAPORT,2,,KLN SEAPORT,13.121396599999999,100.912725,ChIJ9_Cdn-C5AjERXQlnTYy_c9I,4WC7+H35 ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,high,,,,,
P.J. FROZEN SEAFOOD,2,,P.J. FROZEN SEAFOOD,13.846223,100.62660129999999,ChIJi2HJWn1jHTERP6XStgUzt9o,RJWG+FJQ แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,places,high,,,,,
CPF บางน้ำเปรี๊ยว,2,CPF บางน้ำเปรี้ยว,,,,,,,,,,,,
โกเบย่า พระราม3,2,,โกเบย่า พระราม3,13.6756105,100.5445333,ChIJq1nTLm-h4jARkoOs3BR1F1s,959 ถ. พระรามที่ 3 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,places,medium,,,D192,2,"same coords, same place_id"
Central Chiangmai - MAYA - เซ็นทรัล เชียงใหม่ แอร์พอร์ต,2,,Central Chiangmai - MAYA - เซ็นทรัล เชียงใหม่ แอร์พอร์ต,18.7682663,98.9758056,ChIJN16-o2Qw2jARYD2lMk7tI48,"9, 9, 1 หมู่ที่ 3 ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ 50200",places,high,,,,,
เจพีเค Freezone,2,เจพีเค Free Zone,,,,,,,,,,,,
บริษัท เบคแล็บเบเกอรี่ ซัพพลายเออร์,2,,บริษัท เบคแล็บเบเกอรี่ ซัพพลายเออร์,13.9265996,100.5347772,ChIJ5yFfSsqD4jARPPsZpJrtN88,50/59 ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี 11120,places,high,,,,,
บจก.สินธนโชติ (ขึ้นสินค้า),2,,ขึ้นสินค้า บจก.สินธนโชติ,13.657159,100.6371399,ChIJq5Kwa5RfHTER7YoW_PxtJzU,876 ถ. ลาซาล แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,places,high,,,,,
AEP (AMERICAN - EUROPEAN PRODUCTS) (ลำลูกกา),2,,AMERICAN - EUROPEAN PRODUCTS AEP (ลำลูกกา),13.8094738,100.605263,ChIJs22LaZqd4jARU_KYAUwvk0I,58 Soi Naknivas 37 Naknivas Rd 54 นาคนิวาส 37 แขวงลาดพร้าว ลาดพร้าว กรุงเทพมหานคร 10230,places,high,,,D186,3,"same coords, same place_id"
PSC Starch (ชลบุรี),2,,ชลบุรี PSC Starch,13.1387529,101.3662643,ChIJp4ac-a0pAzERB46E4ZyOUyc,"โรงงาน999 หมู่5ต.หนองใหญ่ อ.หนองใหญ่ ชลบุรี, 20190 เทศบาลตำบลหนองใหญ่ อำเภอหนองใหญ่ ชลบุรี 20190",places,high,,,D199,2,"same coords, same place_id"
บริษัทพิศมัยผลไม้แช่แข็ง (ราชบุรี),2,,ราชบุรี บริษัทพิศมัยผลไม้แช่แข็ง,13.522098,99.77404849999999,ChIJbZI8jaUv4zAR-XZh7lx71Es,138 3 ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000,places,high,,,D238,2,"same coords, same place_id"
สหมิตร โคราช,2,สหมิตรโคราช,,,,,,,,,,,,
Siam CTNR LKB,2,,Siam CTNR LKB,13.0575467,100.9967322,ChIJ8fY3bmnHAjERSBTzOYSQ3fA,บึง อำเภอศรีราชา ชลบุรี 20230,places,medium,,,,,
Hutchison Laemchabang Terminal,2,,Hutchison Laemchabang Terminal,13.047551499999999,100.903356,ChIJL5gjQaa5AjERtJWyCjoJ23g,2WX3+28H ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,high,,,,,
มากุโระ Route010,2,,มากุโระ Route010,13.766906899999999,100.44387379999999,ChIJEy6gfsSZ4jARdI6Jj7BqAyM,"39/1 The Circle Ratchapruk, ถ. ราชพฤกษ์ แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170",places,low,,,D052,6,"same coords, same place_id"
(301 - 350),2,,301 - 350,13.8909579,100.6062424,ChIJJf3Xer2C4jARL3YP3pR83no,1 ห้องเลขที่ จีซีอา 004/1 ชั้น 1 50 ถ. พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,places,medium,,,,,
KCTC 1,2,,KCTC 1,13.1215925,100.9508583,ChIJn05dgWi5AjERUPX5hvmTxQw,180 ต 8 สุรศักดิ์ อำเภอศรีราชา ชลบุรี 20110,places,high,,,,,
กอล์ฟมหาชัยซีฟู้ด เดือนตุลาคม 2568,2,,กอล์ฟมหาชัยซีฟู้ด เดือนตุลาคม 2568,13.523290999999999,100.285663,ChIJKdu2bsW54jAR4cEltCkUyfc,G7FP+G9 ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D167,3,"same coords, same place_id"
Merry สมุทรสาคร (ห้องเย็นทะเลไทย) เดือนตุลาคม 2568,2,,ห้องเย็นทะเลไทย Merry สมุทรสาคร เดือนตุลาคม 2568,13.5487668,100.2589527,ChIJ71Nzy4nH4jAR4ACDNcw2L_s,Unnamed Road ตำบล ท่าจีน อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,D125,7,"same coords, same place_id"
โอสถสภา อยุธยาปี2025,2,,โอสถสภา อยุธยาปี2025,14.322037900000002,100.6140544,ChIJB-6cK7N34jAR3p9f4pqwQNo,8JC7+RJ7 ตำบล คุ้งลาน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,places,high,,,D072,2,"same coords, same place_id"
DC Makro Mahachai (แมคโครมหาชัย) (2025),2,,แมคโครมหาชัย DC Makro Mahachai (2025),13.5003258,100.1285835,ChIJo0kG6grP4jARQQOh1ErWZ9E,"64/2 64/2, ตำบล กาหลง อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000",manual,high,y,"was geocoded to the wrong ""DC Makro Mahachai"" candidate (a Makro/Lotus mall ~1km from origin) instead of the real distribution center; corrected 2026-09-23, see sum.md",D012,9,"same coords, same place_id"
องกรณ์ห้องเย็น,2,,องกรณ์ห้องเย็น,13.559324199999999,100.291805,ChIJEwxGU5XH4jARaKNxiwcx6RU,60 104 ถ. เอกชัย ตำบลมหาชัย อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D250,2,"same coords, same place_id"
S&P ลาดระบัง (Pre - cool),2,,Pre - cool S&P ลาดระบัง,13.761279799999999,100.7831597,ChIJz-65gAtnHTERJaSwiGTkQtk,135 ซอย นิคมอุตสาหกรรมลาดกระบัง แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520,places,medium,,,,,
เดอะมอลล์งามวงศ์วาน,2,,เดอะมอลล์งามวงศ์วาน,13.8565708,100.5418005,ChIJ5yP2JLuc4jAR1qkf7lIUeAQ,ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี 11000 ประเทศไทย,places,high,,,,,
สุกี้ตี๋น้อย,2,,สุกี้ตี๋น้อย,13.5695041,100.2892488,ChIJG0i8fl254jARxyJx-UYKw_o,99 121 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
Star 2025 อุตรดิตถ์,2,,Star 2025 อุตรดิตถ์,17.6372808,100.0891631,ChIJQ0oOSDgw3zARhcew6c7zkVw,53 1-3 ถนน อินใจมี ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000,places,high,,,,,
ไอเลิฟไอศครีม ยโสธร,2,,ไอเลิฟไอศครีม ยโสธร,15.7765875,104.1692832,ChIJzylvhCbJFzERmP5kIuo_hI8,เลขที่ 342 ถ. แจ้งสนิท หมู่ 9 ตำบล เขื่องคำ อำเภอเมืองยโสธร ยโสธร 35000,places,high,,,,,
มีท 365 (ปลั้กตู้),2,,ปลั้กตู้ มีท 365,13.734158899999999,100.6049311,ChIJ6-BmbACf4jARzplyYYycj7E,80 1 ซอย พัฒนาการ 20 แยก 4 แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,places,high,,,D214,4,"same coords, same place_id"
โรงงานผู้ว่าจ้าง (บางใหญ่),2,,บางใหญ่ โรงงานผู้ว่าจ้าง,13.830297300000002,100.3242293,ChIJvYMcELST4jARYB2XJZQUJEM,32 20 หมู่6 ถนนบางคูวัด บางใหญ่ อำเภอบางใหญ่ นนทบุรี 11140,places,low,,,,,
NSL Food,2,,NSL Food,13.437365999999999,101.0758389,ChIJQfhqiNUwHTER-FMfjEM6s6g,"700, 836 ตำบล หนองตำลึง อำเภอพานทอง ชลบุรี 20160",places,low,,,D195,2,"same coords, same place_id"
สยาม ฟูดส์ แอนด์ เบฟเวอร์เรจ,2,,สยาม ฟูดส์ แอนด์ เบฟเวอร์เรจ,13.5798905,100.45958499999999,ChIJIfDbgzel4jAR4hi-vs5yGcE,ประชาอุทิศ 90 ตำบล บ้านคลองสวน อำเภอพระสมุทรเจดีย์ สมุทรปราการ 10290,places,high,,,D208,2,"same coords, same place_id"
ทาโกฟู้ด นครปฐม,2,,ทาโกฟู้ด นครปฐม,13.6963257,100.08046639999999,ChIJ8f76aPXq4jARCZUYNyU-z_g,"50/10 หมู่ 3 ถนนพระประโทน-บ้านแพ้ว, ตำบล ตลาดจินดา อำเภอสามพราน นครปฐม 73110",places,high,,,D023,2,"same coords, same place_id"
บจก.เบญจนันท์ฟู้ด นครปฐม,2,,บจก.เบญจนันท์ฟู้ด นครปฐม,13.718484499999999,100.24542439999999,ChIJ2ZxPZf3r4jARlg6WfKbJKUI,P69W+F5F นักบุญ ซอยเปโตร 5/2 ตำบล ท่าข้าม อำเภอสามพราน นครปฐม 73110,places,high,,,,,
ปตท. พระราม 2 กม.22,2,,ปตท. พระราม 2 กม.22,13.584737299999999,100.31944039999999,ChIJE1tBoj254jARHzwLIqQ7BR0,99 H8M9+XR3 ตำบล คอกกระบือ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,,,
TUF โรงทูน่า รับถัง,2,,TUF โรงทูน่า รับถัง,13.569123999999999,100.269663,ChIJ5byu8G644jARZUUoDtkUAGc,72/1 Sethakit 1 Road Tambon Tarsrai Amphur Muangsamutsakorn สมุทรสาคร 74000,places,low,,,D088,2,"same coords, same place_id"
TUF (ขึ้นสินค้า),2,,ขึ้นสินค้า TUF,13.5408882,100.2152583,ChIJF3HpVzXG4jARCkacBUJr72A,8/5-7 ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,low,,,D217,3,"same coords, same place_id"
Route 001 (เสริมรถ),2,,เสริมรถ Route 001,13.729583799999999,100.53282259999999,ChIJmYPHnxKf4jARHxxHc5vxV8I,29 ถ. สุรวงศ์ แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,places,high,,,,,
ภูเก็ต (ส่งสินค้า2จุด),2,,ส่งสินค้า2จุด ภูเก็ต,7.8842571,98.3681361,ChIJ_yQVpLkvUDARsEAnHU7X9Qg,93 148 ตำบล วิชิต อำเภอเมืองภูเก็ต ภูเก็ต 83000,places,medium,,,,,
ลงสินค้า,2,,ลงสินค้า,13.3094051,101.1157824,ChIJ26OSDygzHTERW-on-au28wo,8458+Q87 ถนน ประโยชน์เนื่องจำนงค์ 2 ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี 20170,places,high,,,,,
ติด Sticker บิ๊กซีเปรง ฉะเชิงเทรา,2,,ติด Sticker บิ๊กซีเปรง ฉะเชิงเทรา,13.6919147,100.9012679,ChIJgYjW4BlqHTER-jMcCgbunHQ,99 7 ตำบล คลองเปรง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,places,high,,,D222,3,"same coords, same place_id"
บอร์เนียว โลจิสติกส์,2,,บอร์เนียว โลจิสติกส์,13.704008799999999,100.5443792,ChIJPxr5J0Sf4jARQT5yv7SFocI,"216/12,13 ชั้น 8, แอล.พี.เอ็น.ทาวเวอร์ ถ. นางลิ้นจี่ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120",places,high,,,,,
จันทร์เจริญ,2,,จันทร์เจริญ,13.706112399999999,100.5282598,ChIJPdeQA5aZ4jARdBn6dd-R26I,"226, 228 ถ. จันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120",places,high,,,,,
บริษัท ฟิวเจอร์ พีเอ็นวาย (ปัตตานี),2,,ปัตตานี บริษัท ฟิวเจอร์ พีเอ็นวาย,6.7611261,101.4754912,ChIJNa-T0dmlszER6JUv0jJfxf4,10 ควน 66 ตำบล ควน อำเภอ ปะนาเระ ปัตตานี 94190,places,high,,,,,
TIPSCD,2,,TIPSCD,13.082217600000002,100.8911778,ChIJvQdfrCq6AjERqzuB04gHvbY,ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,places,low,,,,,
CONCENTER 4,2,,CONCENTER 4,13.6659999,100.63931550000001,ChIJAZV1Fg-g4jARgaQSa5pJWVw,1598 ซอย บางนา-ตราด 42 แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260,places,high,,,,,
อคิโยชิ,2,,อคิโยชิ,13.716011799999999,100.59062879999999,ChIJ4VQh77uf4jARUdtbPyk60ug,1521/1 ถ. สุขุมวิท แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,places,high,,,,,
สยามชัย ระนอง,2,,สยามชัย ระนอง,9.9576583,98.6319668,ChIJE4ktRfxRVjARF3Tx676OYAE,121/2-4 ถนน ท่าเมือง ตำบล เขานิเวศน์ เมือง ระนอง 85000,places,high,,,,,
โคราช,2,,โคราช,14.8882481,102.2547919,ChIJRZcoupNMGTERMgrLgnUq5Vo,นครราชสีมา,places,high,,,,,
ลำปาง,2,,ลำปาง,18.7440477,99.72326729999999,ChIJ2e8DBvVs2TARwEqK-sVGAwE,ลำปาง,places,high,,,,,
บริษัท ไทสันโพลทรี่,2,,บริษัท ไทสันโพลทรี่,14.091352899999999,101.01687679999999,ChIJuz4QPEGhHTERTQuza6_4Nsw,42 6 ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,places,high,,,D242,3,"same coords, same place_id"
นิโอสุกี้,2,,นิโอสุกี้,13.7594365,100.3305449,ChIJhxi-r-uV4jARINdkBsdevgs,111 ตำบล กระทุ่มล้ม อำเภอสามพราน นครปฐม 73220,places,medium,,,D215,2,"same coords, same place_id"
ห้องเย็นเอกชัย,2,,ห้องเย็นเอกชัย,13.5589743,100.2896304,ChIJhSAWRVi54jARi7KoyNJzuIE,57 35 ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,,,
"S.I.A. Farm III Co., Ltd.",2,,"S.I.A. Farm III Co., Ltd.",12.1001088,99.9530066,ChIJDyqS-0vN_TARzmrJKb7DYCE,123 15 ม.3 ตำบล เขาแดง อำเภอกุยบุรี ประจวบคีรีขันธ์ 77150,places,high,,,,,
KNS,1,,KNS,13.7407264,100.5632469,ChIJQy5t-mGf4jARBkI18lQwXvs,อาคาร P23 11/2 ชั้นที่ 14 ห้องเลขที่ C ซ. สุขุมวิท 23 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,places,low,,,,,
Thai Royal Frozen Foods,1,,Thai Royal Frozen Foods,13.5356776,100.2576548,ChIJEwxGU5XH4jAR7Ex-Ck3bB-E,119 99 หมู่ 1 ถนน วิเชียรโชฎก ตำบล ท่าจีน อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,high,,,D273,3,"same coords, same place_id"
สยาม ฟูดส์ พระราม4,1,,สยาม ฟูดส์ พระราม4,13.713977499999999,100.57644669999999,ChIJI1CClqCf4jAR7ACxr6jVYB4,2439 ถ. ทางรถไฟสายเก่าปากน้ำ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,places,medium,,,D209,3,"same coords, same place_id"
สหมิตร (โคราช),1,สหมิตรโคราช,,,,,,,,,,,,
Sushi express,1,,Sushi express,13.8068184,100.725094,ChIJmegSArJlHTERJtcppFB7AQk,101 ถ. รามคำแหง แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,places,high,,,,,
อิ่มทรัพย์,1,,อิ่มทรัพย์,13.743036199999999,100.52453729999999,ChIJ-xGWDnOZ4jARk2sMIetHArk,66 8-12 ซอย จุฬาลงกรณ์ 12 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,,,
ร้านฟู่ฟู่ชา สาขาอารีย์,1,,ร้านฟู่ฟู่ชา สาขาอารีย์,13.7787125,100.5387075,ChIJHXjsN6ie4jARz7vx8i41Bkc,ที่อยู่ 133 ซอย แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400,places,high,,,,,
ออแกนิค นนทบุรี,1,,ออแกนิค นนทบุรี,13.8673334,100.39596019999999,ChIJr5CwQS2Q4jAR0mfk6phszks,56/4 ถนน สายเลียบคลองบางกระบือ ตำบล บางแม่นาง อำเภอบางใหญ่ นนทบุรี 11140,places,medium,,,,,
ครัวกลางไอเบอร์รี่โฮมเมด (คลังสินค้า),1,,คลังสินค้า ครัวกลางไอเบอร์รี่โฮมเมด,13.7135875,100.5764531,ChIJXfxxUnCf4jARKBplQu6IiUQ,PH7G+CHP ซอย ทางรถไฟสายปากน้ำ แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110,places,high,,,D295,2,"same coords, same place_id"
Totonoi Sauna&Onsen,1,,Totonoi Sauna&Onsen,13.725715099999999,100.57519409999999,ChIJp3RmLrGf4jAREVeVvYGXGao,8 ซอย สุขุมวิท 32 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110,places,high,,,,,
Armenio's,1,,Armenio's,13.7219907,100.5479364,ChIJ29JGW2if4jARCjVU6F91zDc,48 ซอย สะพานคู่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร 10120,places,high,,,,,
เจริญรุ่งเรือง,1,,เจริญรุ่งเรือง,13.6686277,100.4524041,ChIJjWzYVwGj4jARTNOFOpdW3H0,15/9 ศูนย์การค้าเดอะไบรท์ ถ. พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150,places,high,,,D283,2,"same coords, same place_id"
สมารทยูไนเต็ด (มนต์โลจิสติกส์),1,,มนต์โลจิสติกส์ สมารทยูไนเต็ด,13.7326385,100.7757781,ChIJcaGEJ0hmHTERI873Wo8oE7w,55 55 ทางขนานมอเตอร์เวย์ แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520,places,low,,,,,
NP food,1,,NP food,17.2992557,101.7671597,ChIJD3PZ_qZrITER7DuLvIanU8s,94 วังสะพุง 1 ถนนประชาเสรี ตำบล วังสะพุง อำเภอวังสะพุง เลย 42130,places,high,,,,,
Suraponfoods (เทพารักษ์),1,,เทพารักษ์ Suraponfoods,13.6157496,100.6574893,ChIJ3QUS2LheHTERZr_RolXJyeo,247 หมู่ที่ 1 ถ. เทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,places,high,,,D288,2,"same coords, same place_id"
M - senko เดือน3,1,,M - senko เดือน3,13.5953571,100.7848478,ChIJ9Wf2vFxdHTERtj1tfhqssKk,62 ตำบล ศีรษะจรเข้ใหญ่ อำเภอบางเสาธง สมุทรปราการ 10110,places,medium,,,D080,5,"same coords, same place_id"
มากุโระ สาขาเซ็นทรัลเวิลด์,1,,มากุโระ สาขาเซ็นทรัลเวิลด์,13.746197299999999,100.53969269999999,ChIJKSg0sv6f4jARhdzXClD65Eg,"6th Floor, Unit A606 CentralWorld แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10400",places,high,,,D303,2,"same coords, same place_id"
หมู่บ้านลัดดาไทรีสอร์ท,1,,หมู่บ้านลัดดาไทรีสอร์ท,13.8460472,100.6316906,ChIJ0xKBGQBjHTERESVfyN-5MNk,57 30 ซ. รามอินทรา 34 แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220,places,high,,,,,
ปราสาทตาควาย,1,,ปราสาทตาควาย,14.352607299999997,103.37369699999999,ChIJ45uhj8INGjEREolZbLEEf_o,บ้านไทยนิยมพัฒนา หมู่ที่ 17 ตำบล บักได อำเภอ พนมดงรัก สุรินทร์ 32140,places,high,,,,,
รพ. ธรรมศาสตร์ รังสิต อาคารบริการชั้น 2,1,,รพ. ธรรมศาสตร์ รังสิต อาคารบริการชั้น 2,14.0727123,100.61582790000001,ChIJZ0vuDQB_4jARdntmIi39skw,"95 หมู่ที่ 8 Phaholyothin Frontage Road, ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120",places,medium,,,,,
ไทย กรีน 4W*2,1,,ไทย กรีน 4W*2,13.5535258,100.3360175,ChIJ4dembJ654jARbOMVm7Zi1iI,30 85 หมู่ 1 ถ.เจษฎาวิถี ตำบล โคกขาม อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,places,medium,,,D090,2,"same coords, same place_id"
วินแชนส์ ฟู้ดส์ (นิคมฯบางพลี),1,,นิคมฯบางพลี วินแชนส์ ฟู้ดส์,13.5832242,100.6913773,ChIJ3elg8a1eHTERwZfInVHRlmA,109/39 หมู่ที่ 21 ถนนบางพลี-ตำหรุ ตำบลบางพลีใหญ่ อำเภอบางพลี สมุทรปราการ 10540,places,medium,,,D278,2,"same coords, same place_id"
มากุโระ สาขาเอกมัย,1,,มากุโระ สาขาเอกมัย,13.7287445,100.5814048,ChIJbVBkkCqf4jARaS_Q0DpBRDs,"Fl 2, Zone A, 144/4 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110",places,low,,,D294,2,"same coords, same place_id"
สาขาวันแบงค๊อก,1,,สาขาวันแบงค๊อก,13.7270531,100.54725450000001,ChIJo-KudiSf4jARuHpmM504kW4,ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,places,high,,,D204,3,"same coords, same place_id"
